	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché	identifiant
52	der Güllewerfer, -	l’épandeur de lisier	True	Agriculture	02	0	der Güllewerfer	True	Güllewerfer	0264
53	der Grasmäher, -	la faucheuse à herbe	True	Agriculture	02	0	der Grasmäher	True	Grasmäher	0265
54	der Heuwender, -	la faneuse	True	Agriculture	02	0	der Heuwender	True	Heuwender	0266
55	der Einachsschlepper, -, die Bodenfräse, n	le motoculteur	True	Agriculture	02	0	der Einachsschlepper	True	Einachsschlepper	0267
0	die Pflanzmaschine, n	la planteuse	True	Agriculture	02	1	die Pflanzmaschine	True	Pflanzmaschine	0268
1	die Strohpresss, n	la presse à paille	True	Agriculture	02	1	die Strohpresss	True	Strohpresss	0269
2	die Scheibenegge, n	le pulvérisateur à disques	True	Agriculture	02	1	die Scheibenegge	True	Scheibenegge	0270
3	der Wirbelwender, -	le roto-faneur	True	Agriculture	02	1	der Wirbelwender	True	Wirbelwender	0271
4	die Walze, n	le rouleau	True	Agriculture	02	1	die Walze	True	Walze	0272
5	die Sämaschine, n	le semoir	True	Agriculture	02	1	die Sämaschine	True	Sämaschine	0273
6	die Drillmaschine	le semoir en ligne	True	Agriculture	02	1	die Drillmaschine	True	Drillmaschine	0274
7	der Schlepper, -, der Traktor, en	le tracteur	True	Agriculture	02	1	der Schlepper	True	Schlepper	0275
8	ab-schleppen	remorquer	True	Agriculture	02	1		False		0276
9	der Kippanhänger, -	la remorque basculante	True	Agriculture	02	1	der Kippanhänger	True	Kippanhänger	0277
10	der Jauchewagen, -	la remorque-tonneau à purin	True	Agriculture	02	1	der Jauchewagen	True	Jauchewagen	0278
11	der Kippkarren, -	ole tombereau	True	Agriculture	02	1	der Kippkarren	True	Kippkarren	0279
12	die Karrenladung, en	le tombereau	True	Agriculture	02	1	die Karrenladung	True	Karrenladung	0280
13	das Gespannfuhrwerk, e	le véhicule à traction animale	True	Agriculture	02	1	das Gespannfuhrwerk	True	Gespannfuhrwerk	0281
14	der Karren, -	la charrette	True	Agriculture	02	1	der Karren	True	Karren	0282
15	die Fuhre, n	la charretée	True	Agriculture	02	1	die Fuhre	True	Fuhre	0283
16	der Leiterwagen, -	le chariot à ridelles	True	Agriculture	02	1	der Leiterwagen	True	Leiterwagen	0284
17	die Deichsel, n	le timon	True	Agriculture	02	1	die Deichsel	True	Deichsel	0285
18	die Schere, n	le brancard	True	Agriculture	02	1	die Schere	True	Schere	0286
19	der Handwagen, -	la charrette à bras	True	Agriculture	02	1	der Handwagen	True	Handwagen	0287
20	das landwirtschaftliche Gerät, e	l'outil agricole	True	Agriculture	02	1		False		0288
21	das Gartengerät, e	l'outil de jardinage	True	Agriculture	02	1	das Gartengerät	True	Gartengerät	0289
22	der Rasenlüfter, -	l’aérateur à gazon	True	Agriculture	02	1	der Rasenlüfter	True	Rasenlüfter	0290
23	der Gartenbesen, -	le balai à feuilles	True	Agriculture	02	1	der Gartenbesen	True	Gartenbesen	0291
24	der Spaten, -	la bêche	True	Agriculture	02	1	der Spaten	True	Spaten	0292
25	der Bügeljäter, -	la binette	True	Agriculture	02	1	der Bügeljäter	True	Bügeljäter	0293
26	die Jäthacke, n	la binette sarcleuse	True	Agriculture	02	1	die Jäthacke	True	Jäthacke	0294
27	der Schubkarren, -	la brouette	True	Agriculture	02	1	der Schubkarren	True	Schubkarren	0295
28	die Häufelhacke, n ; (an-)häufeln	le buttoir ; butter	True	Agriculture	02	1	die Häufelhacke	True	Häufelhacke	0296
29	die Baum-, die Heckenschere, n	la cisaille	True	Agriculture	02	1		False		0297
30	die Richtschnur, '®	le cordeau	True	Agriculture	02	1	die Richtschnur	True	Richtschnur	0298
31	das Spargelmesser, -	le coupe-asperges	True	Agriculture	02	1	das Spargelmesser	True	Spargelmesser	0299
32	das Kopuliermesser, -	le couteau greffoir	True	Agriculture	02	1	das Kopuliermesser	True	Kopuliermesser	0300
33	die Astschere, n	l’élagueur 	True	Agriculture	02	1	die Astschere	True	Astschere	0301
34	die Sichel, n	la faucille	True	Agriculture	02	1	die Sichel	True	Sichel	0302
35	die Sense, n ; (ab-)mähen	la faux ; faucher	True	Agriculture	02	1	die Sense	True	Sense	0303
36	die Sense dengeln	battre/marteler la faux	True	Agriculture	02	1	die Sense	True	Sense	0304
37	der Dreschflegel, -	le fléau	True	Agriculture	02	1	der Dreschflegel	True	Dreschflegel	0305
38	die Grab(e)gabel, n	la fourche à bêcher	True	Agriculture	02	1	die Grab(e)gabel	True	Grab(e)gabel	0306
39	die Heugabel	la fourche à foin	True	Agriculture	02	1	die Heugabel	True	Heugabel	0307
40	die (Mist)gabel, n/die Forke, n	la fourche 	True	Agriculture	02	1	die (Mist)gabel	True	(Mist)gabel	0308
41	der Zinken, -	la dent 	True	Agriculture	02	1	der Zinken	True	Zinken	0309
42	der Dreizinkgrubber, -	la griffe à trois dents	True	Agriculture	02	1	der Dreizinkgrubber	True	Dreizinkgrubber	0310
43	die Egge, n ; eggen	la herse ; herser	True	Agriculture	02	1	die Egge	True	Egge	0311
44	die Schlaghacke, n	la houe	True	Agriculture	02	1	die Schlaghacke	True	Schlaghacke	0312
45	die Schaufel, n ; schaufeln	la pelle ; travailler à la pelle	True	Agriculture	02	1	die Schaufel	True	Schaufel	0313
46	die Hacke, n ; hacken	la pioche ; piocher	True	Agriculture	02	1	die Hacke	True	Hacke	0314
47	das Pflanzholz	le plantoir 	True	Agriculture	02	1	das Pflanzholz	True	Pflanzholz	0315
48	der Rechen, -/die Harke, n	le râteau	True	Agriculture	02	1	der Rechen	True	Rechen	0316
49	der Heurechen	le râteau à bras	True	Agriculture	02	1	der Heurechen	True	Heurechen	0317
50	das Harken ; harken	le ratissage ; ratisser	True	Agriculture	02	1	das Harken	True	Harken	0318
51	die Jäthacke, n ; jäten	le sarcloir ; sarcler	True	Agriculture	02	1	die Jäthacke	True	Jäthacke	0319
52	die Garten-, Rosenschere, n	le sécateur	True	Agriculture	02	1		False		0320
53	die Sämaschine, n ;säen	le semoir ; semer	True	Agriculture	02	1	die Sämaschine	True	Sämaschine	0321
54	die Hippe, n	la serpe	True	Agriculture	02	1	die Hippe	True	Hippe	0322
55	das Gartenmesser, -	la serpette	True	Agriculture	02	1	das Gartenmesser	True	Gartenmesser	0323
56	der Handrasenmäher, -	la tondeuse à gazon mécanique	True	Agriculture	02	1	der Handrasenmäher	True	Handrasenmäher	0324
57	der elektrische Rasenmäher	la tondeuse électrique	True	Agriculture	02	1		False		0325
58	der Motorrasenmäher	la tondeuse à moteur	True	Agriculture	02	1	der Motorrasenmäher	True	Motorrasenmäher	0326
59	die Pflanzkelle, n	le transplantoir	True	Agriculture	02	1	die Pflanzkelle	True	Pflanzkelle	0327
60	die Feldarbeit, en	les travaux des champs	True	Agriculture	02	1	die Feldarbeit	True	Feldarbeit	0328
0	der Anbau, die Bestellung	la culture	True	Agriculture	03	0	der Anbau	True	Anbau	0329
1	an-bauen, bebauen, bestellen	cultiver	True	Agriculture	03	0		False		0330
2	"der Boden, """	le sol, la terre	True	Agriculture	03	0	der Boden	True	Boden	0331
3	ein anbaufähiger Boden	un sol cultivable	True	Agriculture	03	0		False		0332
4	ein bebauter Boden	une terre cultivée	True	Agriculture	03	0		False		0333
5	die Anbaufläche, n	la surface cultivée	True	Agriculture	03	0	die Anbaufläche	True	Anbaufläche	0334
6	nicht anbaufähig	inculte	True	Agriculture	03	0		False		0335
7	ein wasserarmer Boden	un sol aride	True	Agriculture	03	0		False		0336
8	das Ackerland	la terre arable	True	Agriculture	03	0	das Ackerland	True	Ackerland	0337
9	das Feld, er	le champ	True	Agriculture	03	0	das Feld	True	Feld	0338
10	das Getreidefeld, er	le champ de blé	True	Agriculture	03	0	das Getreidefeld	True	Getreidefeld	0339
11	"der Acker, """	le champ	True	Agriculture	03	0	der Acker	True	Acker	0340
12	der Kartoffelacker	le champ de pommes de terre	True	Agriculture	03	0	der Kartoffelacker	True	Kartoffelacker	0341
13	der Grenzstein, e	la borne	True	Agriculture	03	0	der Grenzstein	True	Grenzstein	0342
14	die Urbarmachung	la mise en culture, le défrichement	True	Agriculture	03	0	die Urbarmachung	True	Urbarmachung	0343
15	urbar machen	défricher	True	Agriculture	03	0		False		0344
16	roden	essarter	True	Agriculture	03	0		False		0345
17	"der abgebrannte Wald, ""er"	les brûlis	True	Agriculture	03	0		False		0346
18	die Brache, n	la friche	True	Agriculture	03	0	die Brache	True	Brache	0347
19	brach-liegen, a,	être en friche	True	Agriculture	03	0		False		0348
20	brachliegen lassen, ie, a, ä	laisser en friche	True	Agriculture	03	0		False		0349
21	das Brachfeld, er	la jachère	True	Agriculture	03	0	das Brachfeld	True	Brachfeld	0350
22	das Brachland	le champ en jachère	True	Agriculture	03	0	das Brachland	True	Brachland	0351
23	die Fruchtwechsalwirtschaft	l'alternance des cultures	True	Agriculture	03	0	die Fruchtwechsalwirtschaft	True	Fruchtwechsalwirtschaft	0352
24	die Fruchtfolge, n	l'assolement	True	Agriculture	03	0	die Fruchtfolge	True	Fruchtfolge	0353
25	die Dreifelderwirtschaft, -	l'assolement triennal	True	Agriculture	03	0	die Dreifelderwirtschaft	True	Dreifelderwirtschaft	0354
26	"der Bodenertrag, ""e"	le rendement de la terre	True	Agriculture	03	0	der Bodenertrag	True	Bodenertrag	0355
27	den Boden bearbeiten	travailler le sol	True	Agriculture	03	0		False		0356
28	den Boden auf-lockern	ameublir le sol	True	Agriculture	03	0		False		0357
29	das Pflügen ; der Pflüger, -	le labour ; le laboureur	True	Agriculture	03	0	"das Pflügen
der"	True	"Pflügen
der"	0358
30	pflügen	labourer	True	Agriculture	03	0		False		0359
31	die Furche, n	le sillon	True	Agriculture	03	0	die Furche	True	Furche	0360
32	Furchen ziehen, o, o	tracer des sillons	True	Agriculture	03	0		False		0361
33	die Scholle, n	la motte de terre	True	Agriculture	03	0	die Scholle	True	Scholle	0362
34	den Boden krümmeln	emoiter, émietter le sol	True	Agriculture	03	0		False		0363
35	die Egge, n ;eggen	la herse ; herser	True	Agriculture	03	0	die Egge	True	Egge	0364
36	die Ackerwalze, n	le rouleau agricole	True	Agriculture	03	0	die Ackerwalze	True	Ackerwalze	0365
37	ein Feld besäen	ensemencer un champ	True	Agriculture	03	0		False		0366
38	(mit Getreide) besäen	emblaver	True	Agriculture	03	0		False		0367
39	ein Feld bepflanzen	planter un champ	True	Agriculture	03	0		False		0368
40	die Saat, das Säen	les semailles	True	Agriculture	03	0	die Saat	True	Saat	0369
41	das Saatgut	les semences	True	Agriculture	03	0	das Saatgut	True	Saatgut	0370
42	die Aussaat	l'ensemencement	True	Agriculture	03	0	die Aussaat	True	Aussaat	0371
43	die Aussaat, en, die Saat, en	le semis, les semailles	True	Agriculture	03	0	die Aussaat	True	Aussaat	0372
44	"der Saatgutkasten, """	la trémie à semences	True	Agriculture	03	0	der Saatgutkasten	True	Saatgutkasten	0373
45	der Dünger, -, das Düngemittel, -	l'engrais	True	Agriculture	03	0	der Dünger	True	Dünger	0374
46	die Düngung	l'amendement ; la fumure	True	Agriculture	03	0	die Düngung	True	Düngung	0375
47	düngen	engraisser	True	Agriculture	03	0		False		0376
48	mit Mist düngen	fumer	True	Agriculture	03	0		False		0377
49	der Kompost, e	le compost	True	Agriculture	03	0	der Kompost	True	Kompost	0378
50	kompostieren	mettre en compost	True	Agriculture	03	0		False		0379
51	der Mist, &	le fumier	True	Agriculture	03	0	der Mist	True	Mist	0380
52	der Misthaufen, -	le tas de fumier	True	Agriculture	03	0	der Misthaufen	True	Misthaufen	0381
53	die Jauche, n	le purin	True	Agriculture	03	0	die Jauche	True	Jauche	0382
54	die Jauchegrube	la fosse à purin	True	Agriculture	03	0	die Jauchegrube	True	Jauchegrube	0383
55	der Flüssigmist, die Gülle	le lisier	True	Agriculture	03	0	der Flüssigmist	True	Flüssigmist	0384
56	das Ausstreuen	l'épandage	True	Agriculture	03	0	das Ausstreuen	True	Ausstreuen	0385
57	der Torf, e	la tourbe	True	Agriculture	03	0	der Torf	True	Torf	0386
58	der Kunstdünger, -	ol’engrais chimique	True	Agriculture	03	0	der Kunstdünger	True	Kunstdünger	0387
59	das Pestizid, e	le pesticide	True	Agriculture	03	0	das Pestizid	True	Pestizid	0388
60	die Bodenbelastung	la pollution du sol	True	Agriculture	03	0	die Bodenbelastung	True	Bodenbelastung	0389
0	pestizidfrei	sans pesticide	True	Agriculture	03	1		False		0390
1	die Ernte, n ;ernten	la récolte ; récolter	True	Agriculture	03	1	die Ernte	True	Ernte	0391
2	die Missernte	la mauvaise récolte	True	Agriculture	03	1	die Missernte	True	Missernte	0392
3	die Kartoffelernte	la récolte des pommes de terre	True	Agriculture	03	1	die Kartoffelernte	True	Kartoffelernte	0393
4	das Roden, das Ausmachen	l'arrachage	True	Agriculture	03	1	das Roden	True	Roden	0394
5	die Ernte ein-fahren, u, a, ä	rentrer la récolte	True	Agriculture	03	1	die Ernte	True	Ernte	0395
6	die Kornernte ; ernten	la moisson ; moissonner	True	Agriculture	03	1	die Kornernte	True	Kornernte	0396
7	der Erntearbeiter, -	le moissonneur	True	Agriculture	03	1	der Erntearbeiter	True	Erntearbeiter	0397
8	das Grünland	les herbages	True	Agriculture	03	1	das Grünland	True	Grünland	0398
9	die Weide, n	l’herbage m/le pâturage	True	Agriculture	03	1	die Weide	True	Weide	0399
10	das Gras, 'er ; grasbewachsen	l'herbe ; herbeux	True	Agriculture	03	1	das Gras	True	Gras	0400
11	die Wiese, n	la prairie, le pré	True	Agriculture	03	1	die Wiese	True	Wiese	0401
12	das Heu	le foin	True	Agriculture	03	1	das Heu	True	Heu	0402
13	die Heuernte	la fenaison	True	Agriculture	03	1	die Heuernte	True	Heuernte	0403
14	das Grum(me)t	le regain	True	Agriculture	03	1	das Grum(me)t	True	Grum(me)t	0404
15	heuen	faire les foins, faner	True	Agriculture	03	1		False		0405
16	das Heu wenden	retourner les foins	True	Agriculture	03	1	das Heu	True	Heu	0406
17	der Heuhaufen, -	la meule, le tas de foin	True	Agriculture	03	1	der Heuhaufen	True	Heuhaufen	0407
18	der Ballen, -	la botte	True	Agriculture	03	1	der Ballen	True	Ballen	0408
19	pressen	botteler, mettre en balles	True	Agriculture	03	1		False		0409
20	Stroh in Ballen pressen	mettre la paille en balles	True	Agriculture	03	1		False		0410
21	die Garbe, n	la gerbe	True	Agriculture	03	1	die Garbe	True	Garbe	0411
22	die Stoppel, n	le chaume	True	Agriculture	03	1	die Stoppel	True	Stoppel	0412
23	das Stoppelfeld, er	les chaumes	True	Agriculture	03	1	das Stoppelfeld	True	Stoppelfeld	0413
24	das Erntefest, o	la fête de la moisson	True	Agriculture	03	1	das Erntefest	True	Erntefest	0414
25	der Drescher, - ;dreschen	le batteur ; battre	True	Agriculture	03	1	der Drescher	True	Drescher	0415
26	das Stroh	la paille	True	Agriculture	03	1	das Stroh	True	Stroh	0416
27	der/das Häcksel ; häckseln	la paille hachée ; hacher	True	Agriculture	03	1	der Häcksel	True	Häcksel	0417
28	das Bündel, -	la botte	True	Agriculture	03	1	das Bündel	True	Bündel	0418
29	die Spreu, -	la balle	True	Agriculture	03	1	die Spreu	True	Spreu	0419
30	"der Abfall, ""e"	les déchets	True	Agriculture	03	1	der Abfall	True	Abfall	0420
31	die Getreidegroßmühle, n	ola minoterie	True	Agriculture	03	1	die Getreidegroßmühle	True	Getreidegroßmühle	0421
32	der Mühlenbesitzer, -, der Mehlhändler, -	le minotier	True	Agriculture	03	1	der Mühlenbesitzer	True	Mühlenbesitzer	0422
33	das Mehl, die Mehlsorten fo/	la farine	True	Agriculture	03	1	das Mehl	True	Mehl	0423
34	die Kleie	le son	True	Agriculture	03	1	die Kleie	True	Kleie	0424
35	"der Mehlsack, ""e"	le sac de farine	True	Agriculture	03	1	der Mehlsack	True	Mehlsack	0425
0	der Gartenbau, die Gärtnerei	 l'horticulture	True	Agriculture	03	2	der Gartenbau	True	Gartenbau	0426
1	die Gärtnerei, en	l'exploitation horticole	True	Agriculture	03	2	die Gärtnerei	True	Gärtnerei	0427
2	der Gärtner, -	l'horticulteur	True	Agriculture	03	2	der Gärtner	True	Gärtner	0428
3	die Gartenarbeit	le jardinage	True	Agriculture	03	2	die Gartenarbeit	True	Gartenarbeit	0429
4	die Gartenschau	l'exposition d’horticulture	True	Agriculture	03	2	die Gartenschau	True	Gartenschau	0430
5	die Blumenzucht	la culture florale, la floriculture	True	Agriculture	03	2	die Blumenzucht	True	Blumenzucht	0431
6	der Blumengärtner, -, der Blumenzüchter, -	le jardinier fleuriste	True	Agriculture	03	2	der Blumengärtner	True	Blumengärtner	0432
7	der Samenhandel	la graineterie	True	Agriculture	03	2	der Samenhandel	True	Samenhandel	0433
8	die Samenhandlung, en	la graineterie	True	Agriculture	03	2	die Samenhandlung	True	Samenhandlung	0434
9	"das Gewächshaus, das Treibhaus, ""er"	la serre	True	Agriculture	03	2	das Gewächshaus	True	Gewächshaus	0435
10	das Frühbeetfenster, -	le châssis	True	Agriculture	03	2	das Frühbeetfenster	True	Frühbeetfenster	0436
11	die Treibhauskultur	le forçage, la culture de serre	True	Agriculture	03	2	die Treibhauskultur	True	Treibhauskultur	0437
12	die Baumschule, n	la pépinière	True	Agriculture	03	2	die Baumschule	True	Baumschule	0438
13	der Baumzüchter, -/der Baumgärtner, -	le pépiniériste	True	Agriculture	03	2	der Baumzüchter	True	Baumzüchter	0439
14	"der Garten, """	le jardin	True	Agriculture	03	2	der Garten	True	Garten	0440
15	der Kleingarten	le jardinet	True	Agriculture	03	2	der Kleingarten	True	Kleingarten	0441
0	die Traubensorte, n, die Rebsorte |	le cépage	True	Agriculture	05	0	die Traubensorte	True	Traubensorte	0442
1	die Keltertrauben pl |	le raisin de cuve	True	Agriculture	05	0		False		0443
2	die Tafeltrauben |	le raisin de table	True	Agriculture	05	0	die Tafeltrauben	True	Tafeltrauben	0444
3	die Ranke, n |	la vrille	True	Agriculture	05	0	die Ranke	True	Ranke	0445
4	der Trieb, e ; das Reisig, e	le sarment	True	Agriculture	05	0	der Trieb	True	Trieb	0446
5	der Jungtrieb, e \	le pampre	True	Agriculture	05	0	der Jungtrieb	True	Jungtrieb	0447
6	die Weintraube, n	la grappe de raisin, le raisin	True	Agriculture	05	0	die Weintraube	True	Weintraube	0448
7	"der Traubenstiel, e/der Traubenkamm, ""e/der Rapp, e"	la rafle/le pédoncule de la grappe	True	Agriculture	05	0	der Traubenstiel	True	Traubenstiel	0449
8	die Beere, n	le raisin, le grain de raisin	True	Agriculture	05	0	die Beere	True	Beere	0450
9	"die Beerenhülse, n, der Balg, ""e"	la peau	True	Agriculture	05	0	die Beerenhülse	True	Beerenhülse	0451
10	das Fruchtfleisch	la pulpe	True	Agriculture	05	0	das Fruchtfleisch	True	Fruchtfleisch	0452
11	der Kern, e	le pépin	True	Agriculture	05	0	der Kern	True	Kern	0453
12	die Rebsortenkunde	l'ampélographie	True	Agriculture	05	0	die Rebsortenkunde	True	Rebsortenkunde	0454
13	die Rebschule	la pépinière	True	Agriculture	05	0	die Rebschule	True	Rebschule	0455
14	der Sortenbestand	l'encépagement	True	Agriculture	05	0	der Sortenbestand	True	Sortenbestand	0456
15	die Edelrebe, n	le cépage noble	True	Agriculture	05	0	die Edelrebe	True	Edelrebe	0457
16	die Rebunterlage, n	le porte-greffe	True	Agriculture	05	0	die Rebunterlage	True	Rebunterlage	0458
17	die Wurzelrebe, n/der bewurzelte Stock	la souche	True	Agriculture	05	0	die Wurzelrebe	True	Wurzelrebe	0459
18	Edeltriebe auf Wurzelreben auf-propfen	greffer sur souche	True	Agriculture	05	0		False		0460
19	die Ausmerzung	l'arrachage volontaire	True	Agriculture	05	0	die Ausmerzung	True	Ausmerzung	0461
20	die Ausmerzungsbeihilfe	la prime d’arrachage	True	Agriculture	05	0	die Ausmerzungsbeihilfe	True	Ausmerzungsbeihilfe	0462
21	die Jungreben ipl	les jeunes vignes	True	Agriculture	05	0	die Jungreben	True	Jungreben	0463
22	der Austrieb	le débourrement, la feuillaison	True	Agriculture	05	0	der Austrieb	True	Austrieb	0464
