	Unnamed: 0	German_voc	deu_is_noun	French_voc	Aligned	Thème	Page	Rectangle	fra_is_noun
6	6.0	nicht anbaufähig	False	inculte	True	Agriculture	03	0	False
7	7.0	ein wasserarmer Boden	False	un sol aride	True	Agriculture	03	0	True
8	8.0	das Ackerland	True	la terre arable	True	Agriculture	03	0	True
9	9.0	das Feld, er	True	le champ	True	Agriculture	03	0	True
10	10.0	das Getreidefeld, er	True	le champ de blé	True	Agriculture	03	0	True
11	11.0	"der Acker, """	True	le champ	True	Agriculture	03	0	True
12	12.0	der Kartoffelacker	True	le champ de pommes de terre	True	Agriculture	03	0	True
13	13.0	der Grenzstein, e	True	la borne	True	Agriculture	03	0	True
14	14.0	die Urbarmachung	True	la mise en culture, le défrichement	True	Agriculture	03	0	True
15	15.0	urbar machen	False	défricher	True	Agriculture	03	0	False
16	16.0	roden	False	essarter	True	Agriculture	03	0	False
17	17.0	"der abgebrannte Wald, ""er"	True	les brûlis	True	Agriculture	03	0	True
18	18.0	die Brache, n	True	la friche	True	Agriculture	03	0	True
19	19.0	brach-liegen, a,	False	être en friche	True	Agriculture	03	0	False
20	20.0	brachliegen lassen, ie, a, ä	True	laisser en friche	True	Agriculture	03	0	False
21	21.0	das Brachfeld, er	True	la jachère	True	Agriculture	03	0	True
22	22.0	das Brachland	True	le champ en jachère	True	Agriculture	03	0	True
23	23.0	die Fruchtwechsalwirtschaft	True	l'alternance des cultures	True	Agriculture	03	0	True
24	24.0	die Fruchtfolge, n	True	l'assolement	True	Agriculture	03	0	True
25	25.0	die Dreifelderwirtschaft, -	True	l'assolement triennal	True	Agriculture	03	0	True
26	26.0	"der Bodenertrag, ""e"	False	le rendement de la terre	True	Agriculture	03	0	True
27	27.0	den Boden bearbeiten	False	travailler le sol	True	Agriculture	03	0	False
28	28.0	den Boden auf-lockern	True	ameublir le sol	True	Agriculture	03	0	False
29	29.0	das Pflügen ; der Pflüger, -	False	le labour ; le laboureur	True	Agriculture	03	0	True
30	30.0	pflügen	True	labourer	True	Agriculture	03	0	False
31	31.0	die Furche, n	False	le sillon	True	Agriculture	03	0	True
32	32.0	Furchen ziehen, o, o	True	tracer des sillons	True	Agriculture	03	0	False
33	33.0	die Scholle, n	False	la motte de terre	True	Agriculture	03	0	True
34	34.0	den Boden krümmeln	True	emoiter, émietter le sol	True	Agriculture	03	0	False
35	35.0	die Egge, n ;eggen	True	la herse ; herser	True	Agriculture	03	0	True
36	36.0	die Ackerwalze, n	False	le rouleau agricole	True	Agriculture	03	0	True
37	37.0	ein Feld besäen	False	ensemencer un champ	True	Agriculture	03	0	False
38	38.0	(mit Getreide) besäen	False	emblaver	True	Agriculture	03	0	False
39	39.0	ein Feld bepflanzen	True	planter un champ	True	Agriculture	03	0	False
40	40.0	die Saat, das Säen	True	les semailles	True	Agriculture	03	0	True
41	41.0	das Saatgut	True	les semences	True	Agriculture	03	0	True
42	42.0	die Aussaat	True	l'ensemencement	True	Agriculture	03	0	True
43	43.0	die Aussaat, en, die Saat, en	True	le semis, les semailles	True	Agriculture	03	0	True
44	44.0	"der Saatgutkasten, """	True	la trémie à semences	True	Agriculture	03	0	True
45	45.0	der Dünger, -, das Düngemittel, -	True	l'engrais	True	Agriculture	03	0	True
46	46.0	die Düngung	False	l'amendement ; la fumure	True	Agriculture	03	0	True
47	47.0	düngen	False	engraisser	True	Agriculture	03	0	False
48	48.0	mit Mist düngen	True	fumer	True	Agriculture	03	0	False
49	49.0	der Kompost, e	False	le compost	True	Agriculture	03	0	True
50	50.0	kompostieren	True	mettre en compost	True	Agriculture	03	0	False
51	51.0	der Mist, &	True	le fumier	True	Agriculture	03	0	True
52	52.0	der Misthaufen, -	True	le tas de fumier	True	Agriculture	03	0	True
53	53.0	die Jauche, n	True	le purin	True	Agriculture	03	0	True
54	54.0	die Jauchegrube	True	la fosse à purin	True	Agriculture	03	0	True
55	55.0	der Flüssigmist, die Gülle	True	le lisier	True	Agriculture	03	0	True
56	56.0	das Ausstreuen	True	l'épandage	True	Agriculture	03	0	True
57	57.0	der Torf, e	True	la tourbe	True	Agriculture	03	0	True
58	58.0	der Kunstdünger, -	True	ol’engrais chimique	True	Agriculture	03	0	False
59	59.0	das Pestizid, e	True	le pesticide	True	Agriculture	03	0	True
60	60.0	die Bodenbelastung	False	la pollution du sol	True	Agriculture	03	0	True
0	0.0	pestizidfrei	False	sans pesticide	True	Agriculture	03	1	False
1	1.0	die Ernte, n ;ernten	True	la récolte ; récolter	True	Agriculture	03	1	False
2	2.0	die Missernte	True	la mauvaise récolte	True	Agriculture	03	1	False
3	3.0	die Kartoffelernte	True	la récolte des pommes de terre	True	Agriculture	03	1	True
4	4.0	das Roden, das Ausmachen	True	l'arrachage	True	Agriculture	03	1	True
5	5.0	die Ernte ein-fahren, u, a, ä	True	rentrer la récolte	True	Agriculture	03	1	True
6	6.0	die Kornernte ; ernten	True	la moisson ; moissonner	True	Agriculture	03	1	False
7	7.0	der Erntearbeiter, -	True	le moissonneur	True	Agriculture	03	1	True
8	8.0	das Grünland	True	les herbages	True	Agriculture	03	1	True
9	9.0	die Weide, n	True	l’herbage m/le pâturage	True	Agriculture	03	1	False
10	10.0	das Gras, 'er ; grasbewachsen	True	l'herbe ; herbeux	True	Agriculture	03	1	False
11	11.0	die Wiese, n	True	la prairie, le pré	True	Agriculture	03	1	True
12	12.0	das Heu	True	le foin	True	Agriculture	03	1	True
13	13.0	die Heuernte	True	la fenaison	True	Agriculture	03	1	True
14	14.0	das Grum(me)t	True	le regain	True	Agriculture	03	1	True
15	15.0	heuen	False	faire les foins, faner	True	Agriculture	03	1	True
16	16.0	das Heu wenden	True	retourner les foins	True	Agriculture	03	1	False
17	17.0	der Heuhaufen, -	True	la meule, le tas de foin	True	Agriculture	03	1	False
18	18.0	der Ballen, -	True	la botte	True	Agriculture	03	1	True
19	19.0	pressen	False	botteler, mettre en balles	True	Agriculture	03	1	True
20	20.0	Stroh in Ballen pressen	False	mettre la paille en balles	True	Agriculture	03	1	False
21	21.0	die Garbe, n	True	la gerbe	True	Agriculture	03	1	False
22	22.0	die Stoppel, n	True	le chaume	True	Agriculture	03	1	True
23	23.0	das Stoppelfeld, er	True	les chaumes	True	Agriculture	03	1	True
24	24.0	das Erntefest, o	True	la fête de la moisson	True	Agriculture	03	1	True
25	25.0	der Drescher, - ;dreschen	True	le batteur ; battre	True	Agriculture	03	1	True
26	26.0	das Stroh	True	la paille	True	Agriculture	03	1	True
27	27.0	der/das Häcksel ; häckseln	True	la paille hachée ; hacher	True	Agriculture	03	1	True
28	28.0	das Bündel, -	True	la botte	True	Agriculture	03	1	True
29	29.0	die Spreu, -	True	la balle	True	Agriculture	03	1	True
30	30.0	"der Abfall, ""e"	True	les déchets	True	Agriculture	03	1	True
31	31.0	die Getreidegroßmühle, n	True	ola minoterie	True	Agriculture	03	1	True
32	32.0	der Mühlenbesitzer, -, der Mehlhändler, -	True	le minotier	True	Agriculture	03	1	False
33	33.0	das Mehl, die Mehlsorten fo/	True	la farine	True	Agriculture	03	1	True
34	34.0	die Kleie	True	le son	True	Agriculture	03	1	True
35	35.0	"der Mehlsack, ""e"	True	le sac de farine	True	Agriculture	03	1	True
0	0.0	der Gartenbau, die Gärtnerei	True	 l'horticulture	True	Agriculture	03	2	False
1	2.0	die Gärtnerei, en	True	l'exploitation horticole	True	Agriculture	03	2	True
2	3.0	der Gärtner, -	True	l'horticulteur	True	Agriculture	03	2	True
3	4.0	die Gartenarbeit	True	le jardinage	True	Agriculture	03	2	True
4	5.0	die Gartenschau	True	l'exposition d’horticulture	True	Agriculture	03	2	True
5	6.0	die Blumenzucht	True	la culture florale, la floriculture	True	Agriculture	03	2	True
6	7.0	der Blumengärtner, -, der Blumenzüchter, -	True	le jardinier fleuriste	True	Agriculture	03	2	True
7	8.0	der Samenhandel	True	la graineterie	True	Agriculture	03	2	True
8	9.0	die Samenhandlung, en	True	la graineterie	True	Agriculture	03	2	True
9	10.0	"das Gewächshaus, das Treibhaus, ""er"	True	la serre	True	Agriculture	03	2	True
10	11.0	das Frühbeetfenster, -	True	le châssis	True	Agriculture	03	2	True
11	12.0	die Treibhauskultur	True	le forçage, la culture de serre	True	Agriculture	03	2	True
12	13.0	die Baumschule, n	True	la pépinière	True	Agriculture	03	2	True
13	14.0	der Baumzüchter, -/der Baumgärtner, -	True	le pépiniériste	True	Agriculture	03	2	True
14	15.0	"der Garten, """	True	le jardin	True	Agriculture	03	2	True
15	16.0	der Kleingarten	True	le jardinet	True	Agriculture	03	2	True
0	0.0	die Traubensorte, n, die Rebsorte |	True	le cépage	True	Agriculture	05	0	True
1	1.0	die Keltertrauben pl |	True	le raisin de cuve	True	Agriculture	05	0	True
2	2.0	die Tafeltrauben |	True	le raisin de table	True	Agriculture	05	0	True
3	3.0	die Ranke, n |	True	la vrille	True	Agriculture	05	0	False
4	4.0	der Trieb, e ; das Reisig, e	True	le sarment	True	Agriculture	05	0	True
5	5.0	der Jungtrieb, e \	True	le pampre	True	Agriculture	05	0	True
6	6.0	die Weintraube, n	True	la grappe de raisin, le raisin	True	Agriculture	05	0	True
7	7.0	"der Traubenstiel, e/der Traubenkamm, ""e/der Rapp, e"	True	la rafle/le pédoncule de la grappe	True	Agriculture	05	0	False
8	9.0	die Beere, n	True	le raisin, le grain de raisin	True	Agriculture	05	0	True
9	10.0	"die Beerenhülse, n, der Balg, ""e"	True	la peau	True	Agriculture	05	0	True
10	11.0	das Fruchtfleisch	True	la pulpe	True	Agriculture	05	0	True
11	12.0	der Kern, e	True	le pépin	True	Agriculture	05	0	True
12	13.0	die Rebsortenkunde	True	l'ampélographie	True	Agriculture	05	0	True
13	14.0	die Rebschule	True	la pépinière	True	Agriculture	05	0	True
14	15.0	der Sortenbestand	True	l'encépagement	True	Agriculture	05	0	True
15	16.0	die Edelrebe, n	True	le cépage noble	True	Agriculture	05	0	True
16	17.0	die Rebunterlage, n	True	le porte-greffe	True	Agriculture	05	0	True
17	18.0	die Wurzelrebe, n/der bewurzelte Stock	True	la souche	True	Agriculture	05	0	True
18	20.0	Edeltriebe auf Wurzelreben auf-propfen	False	greffer sur souche	True	Agriculture	05	0	False
19	22.0	die Ausmerzung	True	l'arrachage volontaire	True	Agriculture	05	0	False
20	23.0	die Ausmerzungsbeihilfe	True	la prime d’arrachage	True	Agriculture	05	0	False
21	24.0	die Jungreben ipl	True	les jeunes vignes	True	Agriculture	05	0	True
22	25.0	der Austrieb	True	le débourrement, la feuillaison	True	Agriculture	05	0	True
23	27.0	der Fruchtansatz	True	la nouaison	True	Agriculture	05	0	True
24	28.0	die Rebenblüte	True	la floraison	True	Agriculture	05	0	False
25	29.0	die beginnende Beerenreife	True	la véraison	True	Agriculture	05	0	True
26	30.0	die Reifung der Trauben, der Reifeprozess	True	la maturation des raisins	True	Agriculture	05	0	True
27	31.0	die frühe Traube	True	le raisin primeur, le raisin hà	True	Agriculture	05	0	True
28	32.0	die späte Traube	True	le raisin tardif	True	Agriculture	05	0	True
29	33.0	der Hektarertrag	True	le rendement à l’hectare	True	Agriculture	05	0	True
30	34.0	die Pflanzdichte	True	la densité de plantation	True	Agriculture	05	0	True
31	35.0	die Pflanzweite, der Stockabstand	True	l'espacement des pieds	True	Agriculture	05	0	True
32	36.0	die Rebzeile, n	True	le rang de vigne	True	Agriculture	05	0	True
33	37.0	"der Rebpfahl, ""e"	True	l'échalas	True	Agriculture	05	0	True
34	38.0	die Erziehung der Rebe	True	le palissage de la vigne	True	Agriculture	05	0	True
35	39.0	die Rebschere, n	True	le sécateur	True	Agriculture	05	0	True
36	40.0	der Reber, -/das Rebmesser, -	True	la serpette	True	Agriculture	05	0	True
37	41.0	Vorfälle mp/ (Wetter, Krankheiten usw)	True	accidents 	True	Agriculture	05	0	True
38	42.0	der Hagel ; die verhagelten Trauben	False	la grêle : les grappes grêlée	True	Agriculture	05	0	True
39	43.0	"der Frost, ""e ; die Frostrisse mpl"	True	le gel ; la gélivure	True	Agriculture	05	0	False
40	44.0	das Durchriesein	True	la coulure	True	Agriculture	05	0	True
41	45.0	der Rebschädling, e	True	le parasite de la vigne	True	Agriculture	05	0	True
42	46.0	der bekreuzte Traubenwickler, -	True	l'eudémis	True	Agriculture	05	0	True
43	47.0	der Springwurm(wickler)	True	la pyrale de la vigne	True	Agriculture	05	0	True
44	48.0	"die Reblaus, ""e"	True	le phylloxéra	True	Agriculture	05	0	True
45	49.0	der Reb(en)stecher, -	True	le cigarier de la vigne	True	Agriculture	05	0	True
46	50.0	der Pilzbefall, die Schimmelpilze mp!	True	les moisissures	True	Agriculture	05	0	True
47	51.0	der echte Mehltau	True	l'oidium	True	Agriculture	05	0	True
48	52.0	der falsche Mehltau	True	le mildiou	True	Agriculture	05	0	True
49	53.0	die Edelfäule	True	la pourriture noble	True	Agriculture	05	0	True
50	54.0	das Spritzen	True	la pulvérisation/le sulfatage	True	Agriculture	05	0	True
51	55.0	die Bordelaiser Brühe	True	la bouillie bordelaise	True	Agriculture	05	0	True
52	56.0	das Schwefeln	True	le soufrage	True	Agriculture	05	0	True
53	57.0	die (Wein)lese, die Traubenlese, die Weinernte	True	la vendange	True	Agriculture	05	0	True
54	58.0	die Weinbergsöffnung	True	le ban de vendange	True	Agriculture	05	0	True
55	59.0	der Lesetermin	True	la date des vendanges	True	Agriculture	05	0	False
56					True	Agriculture	05	0	True
0	0.0	die Vorlese	True	la trie	True	Agriculture	05	1	True
1	1.0	die Hauptlese	True	la vendange principale	True	Agriculture	05	1	True
2	2.0	die Spätlese	True	la vendange tardive	True	Agriculture	05	1	True
3	3.0	die Nachlese	True	le grapillage	True	Agriculture	05	1	True
4	4.0	die Erntemeldungen fpl	True	la déclaration des récoltes	True	Agriculture	05	1	True
5	5.0	der Reifegrad der Trauben	True	la maturité du raisin	True	Agriculture	05	1	True
6	6.0	das Lesegut	True	les raisins mûrs	True	Agriculture	05	1	True
7	7.0	die Überreife	True	la surmaturité	True	Agriculture	05	1	True
8	8.0	die Weinlese halten, ie, a, ä	True	faire les vendanges	True	Agriculture	05	1	False
9	9.0	die Trauben lesen, a, e, ie	True	vendanger	True	Agriculture	05	1	False
10	10.0	der Leser, - ;die Leserin, nen	True	le vendangeur ; la vendangeuse	True	Agriculture	05	1	True
11	11.0	der Lesebehälter, -	True	le baquet à vendange	True	Agriculture	05	1	True
12	12.0	der (Bütten)träger, -	True	le porteur	True	Agriculture	05	1	True
13	13.0	die Bütte, n, die Kiepe, n	True	la hotte	True	Agriculture	05	1	True
14	14.0	der Traubenbottich, e ; der Traubencontainer, -	True	la benne	True	Agriculture	05	1	True
15	15.0	die Handlese	True	la vendange manuelle	True	Agriculture	05	1	True
16	16.0	die Weinlesemaschine, n	True	la machine à vendanger	True	Agriculture	05	1	True
0	2.0	die Weinbereitung	True	la vinification	True	Agriculture	05	2	True
1	3.0	die roten Trauben fol	True	les raisins rouges	True	Agriculture	05	2	True
2	4.0	die weißen Trauben	True	les raisins blancs	True	Agriculture	05	2	True
3	5.0	die Weißweinbereitung	True	la vinification en blanc	True	Agriculture	05	2	True
4	6.0	der Bottich, e	True	la cuve	True	Agriculture	05	2	True
5	7.0	das Abbeeren/das Entrappen	True	l'égrappage	True	Agriculture	05	2	False
6	8.0	entrappen	False	égrapper	True	Agriculture	05	2	False
7	9.0	die Traubenmühle	True	le fouloir	True	Agriculture	05	2	True
8	10.0	die Abbeervorrichtung	True	l'érafloir, l'égrappoir	True	Agriculture	05	2	True
9	11.0	der Einmaischapparat, e	True	le broyeur	True	Agriculture	05	2	False
10	12.0	die Trauben zerquetschen	True	écraser les raisins	True	Agriculture	05	2	True
11	13.0	die Maische (die zerquetschen Trauben)	True	le moût égrappé	True	Agriculture	05	2	True
12	14.0	das Kelterhaus	True	la salle de pressurage	True	Agriculture	05	2	True
13	15.0	die Kelter, n, die Presse, n	True	le pressoir	True	Agriculture	05	2	True
14	16.0	die Trauben keltern/(aus-)pressen	True	pressurer les raisins	True	Agriculture	05	2	False
15	17.0	der Most	True	le moût	True	Agriculture	05	2	False
16	19.0	das Mostgewicht	True	la densité du moût	True	Agriculture	05	2	True
17	20.0	das Mindestmostgewicht	True	la teneur minima en sucre	True	Agriculture	05	2	True
18	21.0	die Mostwaage, n	True	flotteur calibré indiquant la teneur sucre du moût	True	Agriculture	05	2	False
19	22.0	der Öchslegrad, e	True	le degré Oechsle	True	Agriculture	05	2	False
20	23.0	der Gärkeller, -	True	le cuvier/le cellier	True	Agriculture	05	2	True
21	24.0	der Gärbehälter, -/der Gärbottich, e	True	la cuve à fermentation	True	Agriculture	05	2	False
22	25.0	die Gärung, en ;gären	True	la fermentation ; fermenter	True	Agriculture	05	2	True
23	26.0	die Maischegärung	True	la macération, le cuvage, la cuvaison	True	Agriculture	05	2	False
24	27.0	die Kohlensäuregärung	True	la macération carbonique	True	Agriculture	05	2	True
25	28.0	maischen	False	macérer	True	Agriculture	05	2	True
26	29.0	die Hefen fpl	True	les levures	True	Agriculture	05	2	False
27	30.0	die Nachgärung	True	la fermentation secondaire	True	Agriculture	05	2	True
28	31.0	die Milchsäuregärung/die malolaktische Gärung	True	la fermentation malolactiqu	True	Agriculture	05	2	True
29	33.0	durch-gären	False	fermenter complètement, à fond	True	Agriculture	05	2	True
30	34.0	die Gärung stoppen	True	arrêter la fermentation	True	Agriculture	05	2	False
31	35.0	das Stummachen	True	le mutage	True	Agriculture	05	2	False
0	0.0	die Schwefelung	True	le sulfitage	True	Agriculture	06	0	True
1	1.0	der (Trester)hut	True	le chapeau	True	Agriculture	06	0	True
2	2.0	der Abzug, der Abstich	True	le soutirage	True	Agriculture	06	0	True
3	3.0	das Verklären, das Entschleimen	True	le débourbage	True	Agriculture	06	0	True
4	4.0	die Klärung ; sich klären	True	la clarification ; se clarifier	True	Agriculture	06	0	True
5	5.0	die Schönung	True	le collage	True	Agriculture	06	0	True
6	6.0	der Bodensatz, der Trub	True	les lies, les bourbes 	True	Agriculture	06	0	True
7	7.0	den Wein auf dem Trub belassen, ie, a, ä	False	laisser le vin sur sa lie	True	Agriculture	06	0	False
8	9.0	der Vorlaufwein	True	le vin de goutte	True	Agriculture	06	0	True
9	10.0	der Scheitermost	True	le vin de presse	True	Agriculture	06	0	True
10	11.0	der Tiester, der Treber	True	le marc	True	Agriculture	06	0	True
11	12.0	das Filtrieren ; filtern	True	le filtrage ; filtrer	True	Agriculture	06	0	True
12	13.0	"das Fass, ""er "	True	le tonneau, le fût, la barriqu	True	Agriculture	06	0	True
13		in Fässer füllen		mettre en tonneau	True	Agriculture	06	0	
14	14.0	das Fuder, -	True	le foudre	True	Agriculture	06	0	False
15	15.0	"das Spundloch, ""er ;der Spund, ""e"	True	la bonde	True	Agriculture	06	0	False
16	16.0	verspunden	False	poser une bonde	True	Agriculture	06	0	True
17	17.0	"der Fassreifen, -/das Fassband, ""er"	True	le cercle	True	Agriculture	06	0	False
18	18.0	die Fassdaube, n	True	la douve	True	Agriculture	06	0	True
19	19.0	der Fassboden, ”	True	le fond du tonneau, le couvercle	True	Agriculture	06	0	True
20	20.0	"das Eichenfass, ""er"	True	le fût de chêne	True	Agriculture	06	0	True
21	21.0	der Böttcher, -/der Küfer, -	True	le tonnelier	True	Agriculture	06	0	True
22	22.0	die Kellerei, en	True	la cave de vinification	True	Agriculture	06	0	True
23	23.0	die Schwefelkerze	True	la mèche de souffre	True	Agriculture	06	0	True
24	24.0	die Fässer mit neuem Wein auf-füllen	True	ouiller les fûts	True	Agriculture	06	0	True
