	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché
12	die Karrenladung, en	le tombereau	True	Agriculture	02	1	die Karrenladung	True	Karrenladung
13	das Gespannfuhrwerk, e	le véhicule à traction animale	True	Agriculture	02	1	das Gespannfuhrwerk	True	Gespannfuhrwerk
14	der Karren, -	la charrette	True	Agriculture	02	1	der Karren	True	Karren
15	die Fuhre, n	la charretée	True	Agriculture	02	1	die Fuhre	True	Fuhre
16	der Leiterwagen, -	le chariot à ridelles	True	Agriculture	02	1	der Leiterwagen	True	Leiterwagen
17	die Deichsel, n	le timon	True	Agriculture	02	1	die Deichsel	True	Deichsel
18	die Schere, n	le brancard	True	Agriculture	02	1	die Schere	True	Schere
19	der Handwagen, -	la charrette à bras	True	Agriculture	02	1	der Handwagen	True	Handwagen
20	das landwirtschaftliche Gerät, e	l'outil agricole	True	Agriculture	02	1		False	
21	das Gartengerät, e	l'outil de jardinage	True	Agriculture	02	1	das Gartengerät	True	Gartengerät
22	der Rasenlüfter, -	l’aérateur à gazon	True	Agriculture	02	1	der Rasenlüfter	True	Rasenlüfter
23	der Gartenbesen, -	le balai à feuilles	True	Agriculture	02	1	der Gartenbesen	True	Gartenbesen
24	der Spaten, -	la bêche	True	Agriculture	02	1	der Spaten	True	Spaten
25	der Bügeljäter, -	la binette	True	Agriculture	02	1	der Bügeljäter	True	Bügeljäter
26	die Jäthacke, n	la binette sarcleuse	True	Agriculture	02	1	die Jäthacke	True	Jäthacke
27	der Schubkarren, -	la brouette	True	Agriculture	02	1	der Schubkarren	True	Schubkarren
28	die Häufelhacke, n ; (an-)häufeln	le buttoir ; butter	True	Agriculture	02	1	die Häufelhacke	True	Häufelhacke
29	die Baum-, die Heckenschere, n	la cisaille	True	Agriculture	02	1		False	
30	die Richtschnur, '®	le cordeau	True	Agriculture	02	1	die Richtschnur	True	Richtschnur
31	das Spargelmesser, -	le coupe-asperges	True	Agriculture	02	1	das Spargelmesser	True	Spargelmesser
32	das Kopuliermesser, -	le couteau greffoir	True	Agriculture	02	1	das Kopuliermesser	True	Kopuliermesser
33	die Astschere, n	l’élagueur 	True	Agriculture	02	1	die Astschere	True	Astschere
34	die Sichel, n	la faucille	True	Agriculture	02	1	die Sichel	True	Sichel
35	die Sense, n ; (ab-)mähen	la faux ; faucher	True	Agriculture	02	1	die Sense	True	Sense
36	die Sense dengeln	battre/marteler la faux	True	Agriculture	02	1	die Sense	True	Sense
37	der Dreschflegel, -	le fléau	True	Agriculture	02	1	der Dreschflegel	True	Dreschflegel
38	die Grab(e)gabel, n	la fourche à bêcher	True	Agriculture	02	1	die Grab(e)gabel	True	Grab(e)gabel
39	die Heugabel	la fourche à foin	True	Agriculture	02	1	die Heugabel	True	Heugabel
40	die (Mist)gabel, n/die Forke, n	la fourche 	True	Agriculture	02	1	die (Mist)gabel	True	(Mist)gabel
41	der Zinken, -	la dent 	True	Agriculture	02	1	der Zinken	True	Zinken
42	der Dreizinkgrubber, -	la griffe à trois dents	True	Agriculture	02	1	der Dreizinkgrubber	True	Dreizinkgrubber
43	die Egge, n ; eggen	la herse ; herser	True	Agriculture	02	1	die Egge	True	Egge
44	die Schlaghacke, n	la houe	True	Agriculture	02	1	die Schlaghacke	True	Schlaghacke
45	die Schaufel, n ; schaufeln	la pelle ; travailler à la pelle	True	Agriculture	02	1	die Schaufel	True	Schaufel
46	die Hacke, n ; hacken	la pioche ; piocher	True	Agriculture	02	1	die Hacke	True	Hacke
47	das Pflanzholz	le plantoir 	True	Agriculture	02	1	das Pflanzholz	True	Pflanzholz
48	der Rechen, -/die Harke, n	le râteau	True	Agriculture	02	1	der Rechen	True	Rechen
49	der Heurechen	le râteau à bras	True	Agriculture	02	1	der Heurechen	True	Heurechen
50	das Harken ; harken	le ratissage ; ratisser	True	Agriculture	02	1	das Harken	True	Harken
51	die Jäthacke, n ; jäten	le sarcloir ; sarcler	True	Agriculture	02	1	die Jäthacke	True	Jäthacke
52	die Garten-, Rosenschere, n	le sécateur	True	Agriculture	02	1		False	
53	die Sämaschine, n ;säen	le semoir ; semer	True	Agriculture	02	1	die Sämaschine	True	Sämaschine
54	die Hippe, n	la serpe	True	Agriculture	02	1	die Hippe	True	Hippe
55	das Gartenmesser, -	la serpette	True	Agriculture	02	1	das Gartenmesser	True	Gartenmesser
56	der Handrasenmäher, -	la tondeuse à gazon mécanique	True	Agriculture	02	1	der Handrasenmäher	True	Handrasenmäher
57	der elektrische Rasenmäher	la tondeuse électrique	True	Agriculture	02	1		False	
58	der Motorrasenmäher	la tondeuse à moteur	True	Agriculture	02	1	der Motorrasenmäher	True	Motorrasenmäher
59	die Pflanzkelle, n	le transplantoir	True	Agriculture	02	1	die Pflanzkelle	True	Pflanzkelle
60	die Feldarbeit, en	les travaux des champs	True	Agriculture	02	1	die Feldarbeit	True	Feldarbeit
0	der Anbau, die Bestellung	la culture	True	Agriculture	03	0	der Anbau	True	Anbau
1	an-bauen, bebauen, bestellen	cultiver	True	Agriculture	03	0		False	
2	"der Boden, """	le sol, la terre	True	Agriculture	03	0	der Boden	True	Boden
3	ein anbaufähiger Boden	un sol cultivable	True	Agriculture	03	0		False	
4	ein bebauter Boden	une terre cultivée	True	Agriculture	03	0		False	
5	die Anbaufläche, n	la surface cultivée	True	Agriculture	03	0	die Anbaufläche	True	Anbaufläche
6	nicht anbaufähig	inculte	True	Agriculture	03	0		False	
7	ein wasserarmer Boden	un sol aride	True	Agriculture	03	0		False	
8	das Ackerland	la terre arable	True	Agriculture	03	0	das Ackerland	True	Ackerland
9	das Feld, er	le champ	True	Agriculture	03	0	das Feld	True	Feld
10	das Getreidefeld, er	le champ de blé	True	Agriculture	03	0	das Getreidefeld	True	Getreidefeld
11	"der Acker, """	le champ	True	Agriculture	03	0	der Acker	True	Acker
12	der Kartoffelacker	le champ de pommes de terre	True	Agriculture	03	0	der Kartoffelacker	True	Kartoffelacker
13	der Grenzstein, e	la borne	True	Agriculture	03	0	der Grenzstein	True	Grenzstein
14	die Urbarmachung	la mise en culture, le défrichement	True	Agriculture	03	0	die Urbarmachung	True	Urbarmachung
15	urbar machen	défricher	True	Agriculture	03	0		False	
16	roden	essarter	True	Agriculture	03	0		False	
17	"der abgebrannte Wald, ""er"	les brûlis	True	Agriculture	03	0		False	
18	die Brache, n	la friche	True	Agriculture	03	0	die Brache	True	Brache
19	brach-liegen, a,	être en friche	True	Agriculture	03	0		False	
20	brachliegen lassen, ie, a, ä	laisser en friche	True	Agriculture	03	0		False	
21	das Brachfeld, er	la jachère	True	Agriculture	03	0	das Brachfeld	True	Brachfeld
22	das Brachland	le champ en jachère	True	Agriculture	03	0	das Brachland	True	Brachland
23	die Fruchtwechsalwirtschaft	l'alternance des cultures	True	Agriculture	03	0	die Fruchtwechsalwirtschaft	True	Fruchtwechsalwirtschaft
24	die Fruchtfolge, n	l'assolement	True	Agriculture	03	0	die Fruchtfolge	True	Fruchtfolge
25	die Dreifelderwirtschaft, -	l'assolement triennal	True	Agriculture	03	0	die Dreifelderwirtschaft	True	Dreifelderwirtschaft
26	"der Bodenertrag, ""e"	le rendement de la terre	True	Agriculture	03	0	der Bodenertrag	True	Bodenertrag
27	den Boden bearbeiten	travailler le sol	True	Agriculture	03	0		False	
28	den Boden auf-lockern	ameublir le sol	True	Agriculture	03	0		False	
29	das Pflügen ; der Pflüger, -	le labour ; le laboureur	True	Agriculture	03	0	"das Pflügen
der"	True	"Pflügen
der"
30	pflügen	labourer	True	Agriculture	03	0		False	
31	die Furche, n	le sillon	True	Agriculture	03	0	die Furche	True	Furche
32	Furchen ziehen, o, o	tracer des sillons	True	Agriculture	03	0		False	
33	die Scholle, n	la motte de terre	True	Agriculture	03	0	die Scholle	True	Scholle
34	den Boden krümmeln	emoiter, émietter le sol	True	Agriculture	03	0		False	
35	die Egge, n ;eggen	la herse ; herser	True	Agriculture	03	0	die Egge	True	Egge
36	die Ackerwalze, n	le rouleau agricole	True	Agriculture	03	0	die Ackerwalze	True	Ackerwalze
37	ein Feld besäen	ensemencer un champ	True	Agriculture	03	0		False	
38	(mit Getreide) besäen	emblaver	True	Agriculture	03	0		False	
39	ein Feld bepflanzen	planter un champ	True	Agriculture	03	0		False	
40	die Saat, das Säen	les semailles	True	Agriculture	03	0	die Saat	True	Saat
41	das Saatgut	les semences	True	Agriculture	03	0	das Saatgut	True	Saatgut
42	die Aussaat	l'ensemencement	True	Agriculture	03	0	die Aussaat	True	Aussaat
43	die Aussaat, en, die Saat, en	le semis, les semailles	True	Agriculture	03	0	die Aussaat	True	Aussaat
44	"der Saatgutkasten, """	la trémie à semences	True	Agriculture	03	0	der Saatgutkasten	True	Saatgutkasten
45	der Dünger, -, das Düngemittel, -	l'engrais	True	Agriculture	03	0	der Dünger	True	Dünger
46	die Düngung	l'amendement ; la fumure	True	Agriculture	03	0	die Düngung	True	Düngung
47	düngen	engraisser	True	Agriculture	03	0		False	
48	mit Mist düngen	fumer	True	Agriculture	03	0		False	
49	der Kompost, e	le compost	True	Agriculture	03	0	der Kompost	True	Kompost
50	kompostieren	mettre en compost	True	Agriculture	03	0		False	
51	der Mist, &	le fumier	True	Agriculture	03	0	der Mist	True	Mist
52	der Misthaufen, -	le tas de fumier	True	Agriculture	03	0	der Misthaufen	True	Misthaufen
53	die Jauche, n	le purin	True	Agriculture	03	0	die Jauche	True	Jauche
54	die Jauchegrube	la fosse à purin	True	Agriculture	03	0	die Jauchegrube	True	Jauchegrube
55	der Flüssigmist, die Gülle	le lisier	True	Agriculture	03	0	der Flüssigmist	True	Flüssigmist
56	das Ausstreuen	l'épandage	True	Agriculture	03	0	das Ausstreuen	True	Ausstreuen
57	der Torf, e	la tourbe	True	Agriculture	03	0	der Torf	True	Torf
58	der Kunstdünger, -	ol’engrais chimique	True	Agriculture	03	0	der Kunstdünger	True	Kunstdünger
59	das Pestizid, e	le pesticide	True	Agriculture	03	0	das Pestizid	True	Pestizid
60	die Bodenbelastung	la pollution du sol	True	Agriculture	03	0	die Bodenbelastung	True	Bodenbelastung
0	pestizidfrei	sans pesticide	True	Agriculture	03	1		False	
1	die Ernte, n ;ernten	la récolte ; récolter	True	Agriculture	03	1	die Ernte	True	Ernte
2	die Missernte	la mauvaise récolte	True	Agriculture	03	1	die Missernte	True	Missernte
3	die Kartoffelernte	la récolte des pommes de terre	True	Agriculture	03	1	die Kartoffelernte	True	Kartoffelernte
4	das Roden, das Ausmachen	l'arrachage	True	Agriculture	03	1	das Roden	True	Roden
5	die Ernte ein-fahren, u, a, ä	rentrer la récolte	True	Agriculture	03	1	die Ernte	True	Ernte
6	die Kornernte ; ernten	la moisson ; moissonner	True	Agriculture	03	1	die Kornernte	True	Kornernte
7	der Erntearbeiter, -	le moissonneur	True	Agriculture	03	1	der Erntearbeiter	True	Erntearbeiter
8	das Grünland	les herbages	True	Agriculture	03	1	das Grünland	True	Grünland
9	die Weide, n	l’herbage m/le pâturage	True	Agriculture	03	1	die Weide	True	Weide
10	das Gras, 'er ; grasbewachsen	l'herbe ; herbeux	True	Agriculture	03	1	das Gras	True	Gras
11	die Wiese, n	la prairie, le pré	True	Agriculture	03	1	die Wiese	True	Wiese
12	das Heu	le foin	True	Agriculture	03	1	das Heu	True	Heu
13	die Heuernte	la fenaison	True	Agriculture	03	1	die Heuernte	True	Heuernte
14	das Grum(me)t	le regain	True	Agriculture	03	1	das Grum(me)t	True	Grum(me)t
15	heuen	faire les foins, faner	True	Agriculture	03	1		False	
16	das Heu wenden	retourner les foins	True	Agriculture	03	1	das Heu	True	Heu
17	der Heuhaufen, -	la meule, le tas de foin	True	Agriculture	03	1	der Heuhaufen	True	Heuhaufen
18	der Ballen, -	la botte	True	Agriculture	03	1	der Ballen	True	Ballen
19	pressen	botteler, mettre en balles	True	Agriculture	03	1		False	
20	Stroh in Ballen pressen	mettre la paille en balles	True	Agriculture	03	1		False	
21	die Garbe, n	la gerbe	True	Agriculture	03	1	die Garbe	True	Garbe
22	die Stoppel, n	le chaume	True	Agriculture	03	1	die Stoppel	True	Stoppel
23	das Stoppelfeld, er	les chaumes	True	Agriculture	03	1	das Stoppelfeld	True	Stoppelfeld
24	das Erntefest, o	la fête de la moisson	True	Agriculture	03	1	das Erntefest	True	Erntefest
25	der Drescher, - ;dreschen	le batteur ; battre	True	Agriculture	03	1	der Drescher	True	Drescher
26	das Stroh	la paille	True	Agriculture	03	1	das Stroh	True	Stroh
27	der/das Häcksel ; häckseln	la paille hachée ; hacher	True	Agriculture	03	1	der Häcksel	True	Häcksel
28	das Bündel, -	la botte	True	Agriculture	03	1	das Bündel	True	Bündel
29	die Spreu, -	la balle	True	Agriculture	03	1	die Spreu	True	Spreu
30	"der Abfall, ""e"	les déchets	True	Agriculture	03	1	der Abfall	True	Abfall
31	die Getreidegroßmühle, n	ola minoterie	True	Agriculture	03	1	die Getreidegroßmühle	True	Getreidegroßmühle
32	der Mühlenbesitzer, -, der Mehlhändler, -	le minotier	True	Agriculture	03	1	der Mühlenbesitzer	True	Mühlenbesitzer
33	das Mehl, die Mehlsorten fo/	la farine	True	Agriculture	03	1	das Mehl	True	Mehl
34	die Kleie	le son	True	Agriculture	03	1	die Kleie	True	Kleie
35	"der Mehlsack, ""e"	le sac de farine	True	Agriculture	03	1	der Mehlsack	True	Mehlsack
0	der Gartenbau, die Gärtnerei	 l'horticulture	True	Agriculture	03	2	der Gartenbau	True	Gartenbau
1	die Gärtnerei, en	l'exploitation horticole	True	Agriculture	03	2	die Gärtnerei	True	Gärtnerei
2	der Gärtner, -	l'horticulteur	True	Agriculture	03	2	der Gärtner	True	Gärtner
3	die Gartenarbeit	le jardinage	True	Agriculture	03	2	die Gartenarbeit	True	Gartenarbeit
4	die Gartenschau	l'exposition d’horticulture	True	Agriculture	03	2	die Gartenschau	True	Gartenschau
5	die Blumenzucht	la culture florale, la floriculture	True	Agriculture	03	2	die Blumenzucht	True	Blumenzucht
6	der Blumengärtner, -, der Blumenzüchter, -	le jardinier fleuriste	True	Agriculture	03	2	der Blumengärtner	True	Blumengärtner
7	der Samenhandel	la graineterie	True	Agriculture	03	2	der Samenhandel	True	Samenhandel
8	die Samenhandlung, en	la graineterie	True	Agriculture	03	2	die Samenhandlung	True	Samenhandlung
9	"das Gewächshaus, das Treibhaus, ""er"	la serre	True	Agriculture	03	2	das Gewächshaus	True	Gewächshaus
10	das Frühbeetfenster, -	le châssis	True	Agriculture	03	2	das Frühbeetfenster	True	Frühbeetfenster
11	die Treibhauskultur	le forçage, la culture de serre	True	Agriculture	03	2	die Treibhauskultur	True	Treibhauskultur
12	die Baumschule, n	la pépinière	True	Agriculture	03	2	die Baumschule	True	Baumschule
13	der Baumzüchter, -/der Baumgärtner, -	le pépiniériste	True	Agriculture	03	2	der Baumzüchter	True	Baumzüchter
14	"der Garten, """	le jardin	True	Agriculture	03	2	der Garten	True	Garten
15	der Kleingarten	le jardinet	True	Agriculture	03	2	der Kleingarten	True	Kleingarten
0	die Traubensorte, n, die Rebsorte |	le cépage	True	Agriculture	05	0	die Traubensorte	True	Traubensorte
1	die Keltertrauben pl |	le raisin de cuve	True	Agriculture	05	0		False	
2	die Tafeltrauben |	le raisin de table	True	Agriculture	05	0	die Tafeltrauben	True	Tafeltrauben
3	die Ranke, n |	la vrille	True	Agriculture	05	0	die Ranke	True	Ranke
4	der Trieb, e ; das Reisig, e	le sarment	True	Agriculture	05	0	der Trieb	True	Trieb
5	der Jungtrieb, e \	le pampre	True	Agriculture	05	0	der Jungtrieb	True	Jungtrieb
6	die Weintraube, n	la grappe de raisin, le raisin	True	Agriculture	05	0	die Weintraube	True	Weintraube
7	"der Traubenstiel, e/der Traubenkamm, ""e/der Rapp, e"	la rafle/le pédoncule de la grappe	True	Agriculture	05	0	der Traubenstiel	True	Traubenstiel
8	die Beere, n	le raisin, le grain de raisin	True	Agriculture	05	0	die Beere	True	Beere
9	"die Beerenhülse, n, der Balg, ""e"	la peau	True	Agriculture	05	0	die Beerenhülse	True	Beerenhülse
10	das Fruchtfleisch	la pulpe	True	Agriculture	05	0	das Fruchtfleisch	True	Fruchtfleisch
11	der Kern, e	le pépin	True	Agriculture	05	0	der Kern	True	Kern
12	die Rebsortenkunde	l'ampélographie	True	Agriculture	05	0	die Rebsortenkunde	True	Rebsortenkunde
13	die Rebschule	la pépinière	True	Agriculture	05	0	die Rebschule	True	Rebschule
14	der Sortenbestand	l'encépagement	True	Agriculture	05	0	der Sortenbestand	True	Sortenbestand
15	die Edelrebe, n	le cépage noble	True	Agriculture	05	0	die Edelrebe	True	Edelrebe
16	die Rebunterlage, n	le porte-greffe	True	Agriculture	05	0	die Rebunterlage	True	Rebunterlage
17	die Wurzelrebe, n/der bewurzelte Stock	la souche	True	Agriculture	05	0	die Wurzelrebe	True	Wurzelrebe
18	Edeltriebe auf Wurzelreben auf-propfen	greffer sur souche	True	Agriculture	05	0		False	
19	die Ausmerzung	l'arrachage volontaire	True	Agriculture	05	0	die Ausmerzung	True	Ausmerzung
20	die Ausmerzungsbeihilfe	la prime d’arrachage	True	Agriculture	05	0	die Ausmerzungsbeihilfe	True	Ausmerzungsbeihilfe
21	die Jungreben ipl	les jeunes vignes	True	Agriculture	05	0	die Jungreben	True	Jungreben
22	der Austrieb	le débourrement, la feuillaison	True	Agriculture	05	0	der Austrieb	True	Austrieb
23	der Fruchtansatz	la nouaison	True	Agriculture	05	0	der Fruchtansatz	True	Fruchtansatz
24	die Rebenblüte	la floraison	True	Agriculture	05	0	die Rebenblüte	True	Rebenblüte
25	die beginnende Beerenreife	la véraison	True	Agriculture	05	0		False	
26	die Reifung der Trauben, der Reifeprozess	la maturation des raisins	True	Agriculture	05	0		False	
27	die frühe Traube	le raisin primeur, le raisin hà	True	Agriculture	05	0		False	
28	die späte Traube	le raisin tardif	True	Agriculture	05	0		False	
29	der Hektarertrag	le rendement à l’hectare	True	Agriculture	05	0	der Hektarertrag	True	Hektarertrag
30	die Pflanzdichte	la densité de plantation	True	Agriculture	05	0	die Pflanzdichte	True	Pflanzdichte
31	die Pflanzweite, der Stockabstand	l'espacement des pieds	True	Agriculture	05	0	die Pflanzweite	True	Pflanzweite
32	die Rebzeile, n	le rang de vigne	True	Agriculture	05	0	die Rebzeile	True	Rebzeile
33	"der Rebpfahl, ""e"	l'échalas	True	Agriculture	05	0	der Rebpfahl	True	Rebpfahl
34	die Erziehung der Rebe	le palissage de la vigne	True	Agriculture	05	0		False	
35	die Rebschere, n	le sécateur	True	Agriculture	05	0	die Rebschere	True	Rebschere
36	der Reber, -/das Rebmesser, -	la serpette	True	Agriculture	05	0	der Reber	True	Reber
37	Vorfälle mp/ (Wetter, Krankheiten usw)	accidents 	True	Agriculture	05	0		False	
38	der Hagel ; die verhagelten Trauben	la grêle : les grappes grêlée	True	Agriculture	05	0		False	
39	"der Frost, ""e ; die Frostrisse mpl"	le gel ; la gélivure	True	Agriculture	05	0	der Frost	True	Frost
40	das Durchriesein	la coulure	True	Agriculture	05	0	das Durchriesein	True	Durchriesein
41	der Rebschädling, e	le parasite de la vigne	True	Agriculture	05	0	der Rebschädling	True	Rebschädling
42	der bekreuzte Traubenwickler, -	l'eudémis	True	Agriculture	05	0		False	
43	der Springwurm(wickler)	la pyrale de la vigne	True	Agriculture	05	0	der Springwurm(wickler)	True	Springwurm(wickler)
44	"die Reblaus, ""e"	le phylloxéra	True	Agriculture	05	0	die Reblaus	True	Reblaus
45	der Reb(en)stecher, -	le cigarier de la vigne	True	Agriculture	05	0	der Reb(en)stecher	True	Reb(en)stecher
46	der Pilzbefall, die Schimmelpilze mp!	les moisissures	True	Agriculture	05	0	der Pilzbefall	True	Pilzbefall
47	der echte Mehltau	l'oidium	True	Agriculture	05	0		False	
48	der falsche Mehltau	le mildiou	True	Agriculture	05	0		False	
